edges,distance,location_id,PV_NAAM,node_from,node_to,value
"(47255818, 492643163, 0)",0.0002579903572361968,PNH02_TI711R,Noord-Holland,47255818.0,492643163.0,616.7857142857143
"(47452423, 2782301244, 0)",0.030152302248830105,PNH02_TI712L,Noord-Holland,47452423.0,2782301244.0,711.8571428571429
"(47452423, 2782301244, 0)",0.030152302248830105,PNH02_TI712R,Noord-Holland,47452423.0,2782301244.0,1034.357142857143
"(47343111, 5592733469, 0)",0.00019288614351462236,PNH02_TI713L,Noord-Holland,47343111.0,5592733469.0,1018.0
"(47343111, 5592733469, 0)",0.00019288614351462236,PNH02_TI713R,Noord-Holland,47343111.0,5592733469.0,1124.5
"(47276422, 47272539, 0)",0.4899051579118578,PNH02_TI714L,Noord-Holland,47276422.0,47272539.0,1017.5
"(47276422, 47272539, 0)",0.4899051579118578,PNH02_TI714R,Noord-Holland,47276422.0,47272539.0,947.4285714285714
"(47220609, 1584028194, 0)",0.00041395207410504825,PNH02_TI715L,Noord-Holland,47220609.0,1584028194.0,1278.142857142857
"(47220609, 1584028194, 0)",0.0004291491289224166,PNH02_TI715R,Noord-Holland,47220609.0,1584028194.0,1481.4285714285713
"(47215992, 47215324, 0)",0.9793379231157716,PNH02_TI716L,Noord-Holland,47215992.0,47215324.0,2010.9285714285713
"(47215324, 47215992, 0)",0.980092580154236,PNH02_TI716R,Noord-Holland,47215324.0,47215992.0,1578.2142857142858
"(1142088048, 47271406, 0)",2.218081432920265e-05,PNH02_TI717L,Noord-Holland,1142088048.0,47271406.0,2558.8571428571427
"(1142088048, 47271406, 0)",1.6346745620229254e-05,PNH02_TI717R,Noord-Holland,1142088048.0,47271406.0,1781.5714285714287
"(47291606, 47329775, 0)",0.0019284209480350555,PNH02_TI718L,Noord-Holland,47291606.0,47329775.0,1457.9285714285713
"(47291606, 47329775, 0)",0.0019284209480350555,PNH02_TI718R,Noord-Holland,47291606.0,47329775.0,1017.4285714285714
"(47386454, 47345999, 0)",0.0008926094194129111,PNH02_TI719L,Noord-Holland,47386454.0,47345999.0,815.0
"(47345999, 47386454, 0)",0.0008323992524321133,PNH02_TI719R,Noord-Holland,47345999.0,47386454.0,706.0
"(47019302, 144571686, 0)",0.0013623025493436356,PNH02_TI720L,Noord-Holland,47019302.0,144571686.0,1753.857142857143
"(47019302, 144571686, 0)",0.0013961115115760285,PNH02_TI720R,Noord-Holland,47019302.0,144571686.0,1176.4285714285713
"(850020932, 46983494, 0)",0.11960388807220902,PNH02_TI721L,Noord-Holland,850020932.0,46983494.0,1250.7142857142858
"(46983494, 850020932, 0)",0.12061247154648383,PNH02_TI721R,Noord-Holland,46983494.0,850020932.0,1129.357142857143
"(46986047, 46993583, 0)",1.0405457467105486,PNH02_TI722L,Noord-Holland,46986047.0,46993583.0,1267.0
"(46986047, 46993583, 0)",1.1258931512882204,PNH02_TI722R,Noord-Holland,46986047.0,46993583.0,893.1428571428571
"(47317819, 47354936, 0)",0.0007868481756781881,PNH02_TI724L,Noord-Holland,47317819.0,47354936.0,1785.5
"(47317819, 47354936, 0)",0.0007868481756781881,PNH02_TI724R,Noord-Holland,47317819.0,47354936.0,1347.7857142857142
"(47439157, 47444936, 0)",9.681208100496008e-05,PNH02_TI725L,Noord-Holland,47439157.0,47444936.0,1380.0
"(47444936, 47439157, 0)",6.879348279883049e-05,PNH02_TI725R,Noord-Holland,47444936.0,47439157.0,1114.2142857142858
"(46782974, 46795111, 0)",2.0141094500272945e-05,PNH02_TI726L,Noord-Holland,46782974.0,46795111.0,1782.4285714285713
"(46782974, 46795111, 0)",2.0141094500272945e-05,PNH02_TI726R,Noord-Holland,46782974.0,46795111.0,1043.357142857143
"(46866634, 46846821, 0)",0.00015537370063437503,PNH02_TI727L,Noord-Holland,46866634.0,46846821.0,990.5714285714286
"(46846821, 46866634, 0)",0.00016392948252909865,PNH02_TI727R,Noord-Holland,46846821.0,46866634.0,649.2142857142857
"(46995485, 47027651, 0)",0.00045209569170926166,PNH02_TI728L,Noord-Holland,46995485.0,47027651.0,719.9285714285714
"(46995485, 47027651, 0)",0.00043162230135512883,PNH02_TI728R,Noord-Holland,46995485.0,47027651.0,867.0714285714286
"(47445989, 47454730, 0)",0.0003849061313355619,PNH02_TI729L,Noord-Holland,47445989.0,47454730.0,1367.2307692307693
"(47454730, 47445989, 0)",0.00043888530729154233,PNH02_TI729R,Noord-Holland,47454730.0,47445989.0,1623.923076923077
"(4925235750, 5601542317, 0)",0.0004317319646287042,PNH02_TI730L,Noord-Holland,4925235750.0,5601542317.0,608.4285714285714
"(4925235750, 5601542317, 0)",0.0003440432996622882,PNH02_TI730R,Noord-Holland,4925235750.0,5601542317.0,603.5714285714286
"(47448891, 47448162, 0)",0.0003910356946926805,PNH02_TI731L,Noord-Holland,47448891.0,47448162.0,777.0714285714286
"(47448891, 47448162, 0)",0.0003910356946926805,PNH02_TI731R,Noord-Holland,47448891.0,47448162.0,641.7142857142857
"(47442512, 47445236, 0)",0.0003278100712913434,PNH02_TI732L,Noord-Holland,47442512.0,47445236.0,498.85714285714283
"(47442512, 47445236, 0)",0.0003278100712913434,PNH02_TI732R,Noord-Holland,47442512.0,47445236.0,636.5
"(47458449, 47447422, 0)",0.04342482857313984,PNH02_TI733L,Noord-Holland,47458449.0,47447422.0,318.35714285714283
"(47458449, 47447422, 0)",0.04245528491199745,PNH02_TI733R,Noord-Holland,47458449.0,47447422.0,323.7857142857143
"(991725270, 2055259986, 0)",0.00010310768538454155,PNH02_TI734L,Noord-Holland,991725270.0,2055259986.0,482.85714285714283
"(991724777, 968270168, 0)",0.00010605945842499653,PNH02_TI734R,Noord-Holland,991724777.0,968270168.0,269.35714285714283
"(3629885440, 47475301, 0)",1.828108760385701,PNH02_TI735L,Noord-Holland,3629885440.0,47475301.0,671.9285714285714
"(3629885440, 47475301, 0)",1.828108760385701,PNH02_TI735R,Noord-Holland,3629885440.0,47475301.0,413.0
"(47489555, 47522872, 0)",0.00026100511157216635,PNH02_TI736L,Noord-Holland,47489555.0,47522872.0,712.3571428571429
"(47489555, 47522872, 0)",0.00026100511157216635,PNH02_TI736R,Noord-Holland,47489555.0,47522872.0,429.7857142857143
"(47633281, 47613801, 0)",0.0026514402582444876,PNH02_TI737L,Noord-Holland,47633281.0,47613801.0,1931.857142857143
"(47613801, 47633281, 0)",0.0026014962281266504,PNH02_TI737R,Noord-Holland,47613801.0,47633281.0,2319.214285714286
"(47652715, 47662461, 0)",0.8717128446880313,PNH02_TI738L,Noord-Holland,47652715.0,47662461.0,934.8571428571429
"(47652715, 47662461, 0)",0.8717128446880313,PNH02_TI738R,Noord-Holland,47652715.0,47662461.0,1295.357142857143
"(8726266183, 8726266189, 0)",0.002288186524375746,PNH02_TI741L,Noord-Holland,8726266183.0,8726266189.0,823.0714285714286
"(8726266183, 8726266189, 0)",0.0022936744202971086,PNH02_TI741R,Noord-Holland,8726266183.0,8726266189.0,737.3571428571429
"(47218852, 47216464, 0)",2.8744349365103594,PNH02_TI742R,Noord-Holland,47218852.0,47216464.0,
"(47679755, 47683324, 0)",6124.145015916529,PNH02_TI743L,Noord-Holland,47679755.0,47683324.0,502.64285714285717
"(47679755, 47683324, 0)",6130.272696254287,PNH02_TI743R,Noord-Holland,47679755.0,47683324.0,448.07142857142856
"(47364426, 47370595, 0)",0.00015202567370052123,PNH02_TI744L,Noord-Holland,47364426.0,47370595.0,490.2142857142857
"(47370595, 47364426, 0)",0.00013658414703508886,PNH02_TI744R,Noord-Holland,47370595.0,47364426.0,329.64285714285717
"(47541440, 47570770, 0)",0.12223664146032753,PNH02_TI745L,Noord-Holland,47541440.0,47570770.0,186.0
"(47541440, 47570770, 0)",0.09765248611930835,PNH02_TI745R,Noord-Holland,47541440.0,47570770.0,190.35714285714286
"(47476954, 47473344, 0)",0.0003694023716459955,PNH02_TI746L,Noord-Holland,47476954.0,47473344.0,327.07142857142856
"(47476954, 47473344, 0)",0.00030980691078338326,PNH02_TI746R,Noord-Holland,47476954.0,47473344.0,265.07142857142856
"(47208466, 47217787, 0)",0.0004531557957184231,PNH02_TI747L,Noord-Holland,47208466.0,47217787.0,361.64285714285717
"(47208466, 47217787, 0)",0.0003771275049311483,PNH02_TI747R,Noord-Holland,47208466.0,47217787.0,326.0
"(47228589, 6568637063, 0)",0.0003086065398853439,PNH02_TI748L,Noord-Holland,47228589.0,6568637063.0,937.5714285714286
"(47228589, 6568637063, 0)",0.00023340319172178895,PNH02_TI748R,Noord-Holland,47228589.0,6568637063.0,1024.7142857142858
"(47254727, 8081873311, 0)",0.035493119247310696,PNH02_TI749L,Noord-Holland,47254727.0,8081873311.0,0.0
"(47254727, 8081873311, 0)",0.15292730237044674,PNH02_TI749R,Noord-Holland,47254727.0,8081873311.0,0.0
"(47090720, 47084145, 0)",0.1073470806031931,PNH02_TI750L,Noord-Holland,47090720.0,47084145.0,1359.357142857143
"(47090720, 47084145, 0)",0.1073470806031931,PNH02_TI750R,Noord-Holland,47090720.0,47084145.0,856.1428571428571
"(47109015, 1595489672, 0)",0.30934946775681454,PNH02_TI751L,Noord-Holland,47109015.0,1595489672.0,1034.5
"(1595489672, 47109015, 0)",0.30659104554890326,PNH02_TI751R,Noord-Holland,1595489672.0,47109015.0,663.3571428571429
"(47172044, 5934934243, 0)",0.12971854877195502,PNH02_TI752L,Noord-Holland,47172044.0,5934934243.0,967.7857142857143
"(47172044, 5934934243, 0)",0.14105265476093098,PNH02_TI752R,Noord-Holland,47172044.0,5934934243.0,927.1428571428571
"(6170553013, 47197433, 0)",0.8113118214610425,PNH02_TI754L,Noord-Holland,6170553013.0,47197433.0,
"(677759014, 6170553013, 0)",0.273413196168629,PNH02_TI754R,Noord-Holland,677759014.0,6170553013.0,
"(2744752546, 82533116, 0)",0.7509443773603031,PNH02_TI757L,Noord-Holland,2744752546.0,82533116.0,2824.5
"(355862668, 167062162, 0)",0.9194265000016416,PNH02_TI757R,Noord-Holland,355862668.0,167062162.0,1032.9285714285713
"(47053281, 167062123, 0)",0.00022404873263628082,PNH02_TI758L,Noord-Holland,47053281.0,167062123.0,611.9285714285714
"(47053281, 167062123, 0)",0.00022404873263628082,PNH02_TI758R,Noord-Holland,47053281.0,167062123.0,431.7857142857143
"(333039308, 292255884, 0)",0.16913570361915412,PNH02_TI759L,Noord-Holland,333039308.0,292255884.0,429.85714285714283
"(333039308, 292255884, 0)",0.16718533593659932,PNH02_TI759R,Noord-Holland,333039308.0,292255884.0,757.6428571428571
"(47138101, 47125771, 0)",0.12009334176612986,PNH02_TI760L,Noord-Holland,47138101.0,47125771.0,224.35714285714286
"(47138101, 47125771, 0)",0.13538016115067372,PNH02_TI760R,Noord-Holland,47138101.0,47125771.0,198.07142857142858
"(47137388, 47104579, 0)",1.2352002755102234,PNH02_TI761L,Noord-Holland,47137388.0,47104579.0,205.78571428571428
"(47137388, 47104579, 0)",1.2352002755102234,PNH02_TI761R,Noord-Holland,47137388.0,47104579.0,163.5
"(8878376777, 46165928, 0)",1.3133134681380993,PNH02_TI850L,Noord-Holland,8878376777.0,46165928.0,2795.0
"(2371640479, 8878376776, 0)",0.9472049047720043,PNH02_TI850R,Noord-Holland,2371640479.0,8878376776.0,5201.357142857143
"(46126329, 2368743546, 0)",0.00015015876993376579,PNH02_TI851L,Noord-Holland,46126329.0,2368743546.0,1211.2857142857142
"(46140752, 46126046, 0)",6.538488621375622e-05,PNH02_TI851R,Noord-Holland,46140752.0,46126046.0,3266.214285714286
"(46038914, 46052669, 0)",0.025836282924873777,PNH02_TI852L,Noord-Holland,46038914.0,46052669.0,4698.928571428572
"(46051612, 46038771, 0)",0.23588221380088858,PNH02_TI852R,Noord-Holland,46051612.0,46038771.0,4395.642857142857
"(720860035, 720860050, 0)",0.08818453529679336,PNH02_TI853L,Noord-Holland,720860035.0,720860050.0,3883.3571428571427
"(673456199, 720860028, 0)",0.004572443783661718,PNH02_TI853R,Noord-Holland,673456199.0,720860028.0,2452.714285714286
"(720860130, 720860035, 0)",0.0002713554786718574,PNH02_TI854L,Noord-Holland,720860130.0,720860035.0,4169.071428571428
"(720860028, 673456272, 0)",0.0007673417138968177,PNH02_TI854R,Noord-Holland,720860028.0,673456272.0,2641.0714285714284
"(2280518691, 2280518690, 0)",0.0005258853094963156,PNH02_TI855L,Noord-Holland,2280518691.0,2280518690.0,2033.2142857142858
"(2280518675, 2280518674, 0)",0.00182210431002414,PNH02_TI855R,Noord-Holland,2280518675.0,2280518674.0,1245.2307692307693
"(2864114529, 2864114531, 0)",8.472841407177365e-05,PNH02_TI856L,Noord-Holland,2864114529.0,2864114531.0,2973.714285714286
"(2864114529, 2864114531, 0)",8.472841407177365e-05,PNH02_TI856R,Noord-Holland,2864114529.0,2864114531.0,1845.7142857142858
"(45761745, 45764084, 0)",0.0002759715768730503,PNH02_TI857L,Noord-Holland,45761745.0,45764084.0,2089.5
"(45764084, 45761745, 0)",0.00021733966235885834,PNH02_TI857R,Noord-Holland,45764084.0,45761745.0,2202.0714285714284
"(4324112966, 4468782381, 0)",0.0004819053204838382,PNH02_TI858L,Noord-Holland,4324112966.0,4468782381.0,1487.0714285714287
"(46738840, 4913400858, 0)",7.971275818026152e-05,PNH02_TI858R,Noord-Holland,46738840.0,4913400858.0,1017.1428571428571
"(46585053, 46571271, 0)",0.00017243540767009896,PNH02_TI859L,Noord-Holland,46585053.0,46571271.0,3065.9285714285716
"(46570114, 46587001, 0)",0.00012230375033375383,PNH02_TI859R,Noord-Holland,46570114.0,46587001.0,2793.0
"(45882005, 45897015, 0)",0.0007544139080310617,PNH02_TI860L,Noord-Holland,45882005.0,45897015.0,919.1428571428571
"(45882005, 45897015, 0)",0.0007544139080310617,PNH02_TI860R,Noord-Holland,45882005.0,45897015.0,2262.8571428571427
"(1689510205, 2381611493, 0)",0.0003484325291881833,PNH02_TI861L,Noord-Holland,1689510205.0,2381611493.0,1979.0714285714287
"(2381611486, 1689510186, 0)",0.00032605572920555104,PNH02_TI861R,Noord-Holland,2381611486.0,1689510186.0,2517.5
"(46037456, 1715224199, 0)",0.0002150759775585438,PNH02_TI862L,Noord-Holland,46037456.0,1715224199.0,832.4285714285714
"(1715224185, 583294258, 0)",2.1443333420257393,PNH02_TI862R,Noord-Holland,1715224185.0,583294258.0,0.0
"(46373400, 268174134, 0)",0.0004181618247404834,PNH02_TI863L,Noord-Holland,46373400.0,268174134.0,872.9285714285714
"(268174134, 46373400, 0)",0.0004517564083174033,PNH02_TI863R,Noord-Holland,268174134.0,46373400.0,1463.857142857143
"(46133795, 46145596, 0)",0.1978840581890222,PNH02_TI864L,Noord-Holland,46133795.0,46145596.0,1590.7857142857142
"(46145143, 4695843917, 0)",0.00013796865745179052,PNH02_TI864R,Noord-Holland,46145143.0,4695843917.0,3670.714285714286
"(47338604, 47339421, 0)",0.23259609138563478,PNH02_TI865L,Noord-Holland,47338604.0,47339421.0,774.7857142857143
"(8869919482, 47338452, 0)",0.0014991716803104834,PNH02_TI865R,Noord-Holland,8869919482.0,47338452.0,421.85714285714283
"(47503143, 836434586, 0)",0.1771409297850389,PNH02_TI866L,Noord-Holland,47503143.0,836434586.0,1069.4285714285713
"(968270166, 1730749243, 0)",0.043911845512845514,PNH02_TI866R,Noord-Holland,968270166.0,1730749243.0,905.7857142857143
"(47447826, 47466085, 0)",0.5643900592467115,PNH02_TI867L,Noord-Holland,47447826.0,47466085.0,191.07142857142858
"(47447826, 47466085, 0)",0.5643900592467115,PNH02_TI867R,Noord-Holland,47447826.0,47466085.0,172.71428571428572
"(492643145, 6058470441, 0)",0.0001099245078449473,PNH02_TI868L,Noord-Holland,492643145.0,6058470441.0,1509.0714285714287
"(6058470441, 492643145, 0)",8.358221473126654e-05,PNH02_TI868R,Noord-Holland,6058470441.0,492643145.0,1365.4285714285713
"(47012859, 47004441, 0)",0.31855583018453193,PNH02_TI869L,Noord-Holland,47012859.0,47004441.0,4732.785714285715
"(277939500, 47013165, 0)",0.7320009048236384,PNH02_TI869R,Noord-Holland,277939500.0,47013165.0,3185.6428571428573
"(710565667, 298849035, 0)",0.06030466523027191,PNH02_TI873L,Noord-Holland,710565667.0,298849035.0,1584.0
"(1559513943, 47041213, 0)",1.306569209652902,PNH02_TI873R,Noord-Holland,1559513943.0,47041213.0,3590.9285714285716
"(47077063, 47062922, 0)",0.24828446296408394,PNH02_TI874L,Noord-Holland,47077063.0,47062922.0,3974.5714285714284
"(47062465, 3952193339, 0)",0.3344297261163326,PNH02_TI874R,Noord-Holland,47062465.0,3952193339.0,3205.6428571428573
"(2975526463, 2975526465, 0)",0.02538227259282106,PNH02_TI875L,Noord-Holland,2975526463.0,2975526465.0,2827.9285714285716
"(2975526436, 2975526446, 0)",0.021625123548128282,PNH02_TI875R,Noord-Holland,2975526436.0,2975526446.0,2448.0714285714284
"(47333962, 47344883, 0)",0.00018604497607562704,PNH02_TI876L,Noord-Holland,47333962.0,47344883.0,739.5714285714286
"(47333962, 47344883, 0)",0.00018604497607562704,PNH02_TI876R,Noord-Holland,47333962.0,47344883.0,628.9285714285714
"(47456201, 585320564, 0)",0.00039837462099755487,PNH02_TI877L,Noord-Holland,47456201.0,585320564.0,967.1428571428571
"(585320557, 585320579, 0)",0.0003874441513342631,PNH02_TI877R,Noord-Holland,585320557.0,585320579.0,981.0
"(850020931, 46893534, 0)",1.5525228134928533,PNH02_TI878L,Noord-Holland,850020931.0,46893534.0,886.2142857142857
"(850020931, 46893534, 0)",1.5529808051611158,PNH02_TI878R,Noord-Holland,850020931.0,46893534.0,1236.7857142857142
"(2435147781, 2435147779, 0)",0.00048104399400177386,PNH02_TI879L,Noord-Holland,2435147781.0,2435147779.0,1117.2857142857142
"(2435147779, 46684457, 0)",0.0004244709788651474,PNH02_TI879R,Noord-Holland,2435147779.0,46684457.0,1079.0714285714287
"(46753999, 46750724, 0)",0.00025179365789582874,PNH02_TI880L,Noord-Holland,46753999.0,46750724.0,2570.5
"(46750294, 46755828, 0)",3.9999369273674926e-05,PNH02_TI880R,Noord-Holland,46750294.0,46755828.0,1750.642857142857
"(8942712547, 46533176, 0)",0.01895796990857428,PNH02_TI881L,Noord-Holland,8942712547.0,46533176.0,5315.428571428572
"(46532695, 8942712546, 0)",0.7962722515417776,PNH02_TI881R,Noord-Holland,46532695.0,8942712546.0,2122.6428571428573
"(2322535939, 3254538571, 0)",1.0185751384274857,PNH02_TI882L,Noord-Holland,2322535939.0,3254538571.0,1399.642857142857
"(2322535939, 3254538571, 0)",1.0038384525060073,PNH02_TI882R,Noord-Holland,2322535939.0,3254538571.0,1274.4285714285713
"(4809463839, 1976433697, 0)",0.000373127252172945,PNH02_TI883L,Noord-Holland,4809463839.0,1976433697.0,1647.0714285714287
"(1976433690, 4809463837, 0)",0.0004110439224007898,PNH02_TI883R,Noord-Holland,1976433690.0,4809463837.0,2892.714285714286
"(732957246, 732958305, 0)",0.00022272003372739082,PNH02_TI884L,Noord-Holland,732957246.0,732958305.0,1297.142857142857
"(732957246, 732958305, 0)",0.00030611092161416097,PNH02_TI884R,Noord-Holland,732957246.0,732958305.0,710.7857142857143
"(4298923799, 452644502, 0)",0.002817711045740031,PNH02_TI885L,Noord-Holland,4298923799.0,452644502.0,998.3571428571429
"(452644502, 4298923799, 0)",0.002818224217284989,PNH02_TI885R,Noord-Holland,452644502.0,4298923799.0,824.0
"(47476954, 2147175559, 0)",0.00048416227179545903,PNH02_TI886L,Noord-Holland,47476954.0,2147175559.0,397.2857142857143
"(2147175559, 47476954, 0)",0.0005074812304276403,PNH02_TI886R,Noord-Holland,2147175559.0,47476954.0,263.64285714285717
"(4541083041, 1374439781, 0)",0.8245485020774015,PNH02_TI887L,Noord-Holland,4541083041.0,1374439781.0,970.7857142857143
"(4541083041, 1374439781, 0)",0.8680508664851609,PNH02_TI887R,Noord-Holland,4541083041.0,1374439781.0,682.2142857142857
"(47251247, 2151628247, 0)",0.3653445343711804,PNH02_TI888L,Noord-Holland,47251247.0,2151628247.0,984.3571428571429
"(47251247, 2151628247, 0)",0.3653445343711804,PNH02_TI888R,Noord-Holland,47251247.0,2151628247.0,776.3571428571429
"(1479451668, 2276826875, 0)",0.00024255275573968762,PNH02_TI890L,Noord-Holland,1479451668.0,2276826875.0,334.64285714285717
"(1479451668, 2276826875, 0)",0.000260444816278847,PNH02_TI890R,Noord-Holland,1479451668.0,2276826875.0,216.07142857142858
"(46947234, 46953445, 0)",0.0026126305641428673,PNH02_TI891L,Noord-Holland,46947234.0,46953445.0,238.28571428571428
"(46947234, 46953445, 0)",0.001149769775358713,PNH02_TI891R,Noord-Holland,46947234.0,46953445.0,245.07142857142858
"(46769616, 46773004, 0)",0.6673533202086426,PNH02_TI892L,Noord-Holland,46769616.0,46773004.0,1111.5
"(46769616, 46773004, 0)",0.6303646993717915,PNH02_TI892R,Noord-Holland,46769616.0,46773004.0,781.1428571428571
"(46183193, 46238920, 0)",0.0008843256206399109,PNH02_TI893L,Noord-Holland,46183193.0,46238920.0,949.2857142857143
"(46183193, 46238920, 0)",0.0008843256206399109,PNH02_TI893R,Noord-Holland,46183193.0,46238920.0,671.0714285714286
"(1519577139, 1519577171, 0)",0.0003055901653403759,PNH02_TI894L,Noord-Holland,1519577139.0,1519577171.0,406.7857142857143
"(99791385, 1519577139, 0)",0.00025757578239553867,PNH02_TI894R,Noord-Holland,99791385.0,1519577139.0,323.5
"(2286237458, 8550516582, 0)",2.6750313244309325,PNH02_TI895L,Noord-Holland,2286237458.0,8550516582.0,2395.9285714285716
"(2286237480, 2286237462, 0)",0.0006816290308452142,PNH02_TI895R,Noord-Holland,2286237480.0,2286237462.0,1280.857142857143
"(1764372178, 1005914914, 0)",1.5603949067263973e-06,PNH02_TI896R,Noord-Holland,1764372178.0,1005914914.0,1716.2142857142858
"(46773004, 46777124, 0)",4.423996546653519,PNH02_TI897L,Noord-Holland,46773004.0,46777124.0,1205.857142857143
"(46773004, 46777124, 0)",4.419798153641164,PNH02_TI897R,Noord-Holland,46773004.0,46777124.0,1121.142857142857
"(4316444792, 46386446, 0)",2.1189214439694313,PNH02_TI898R,Noord-Holland,4316444792.0,46386446.0,5553.428571428572
"(46387121, 46382019, 0)",0.00038426597191114267,PNH02_TI899L,Noord-Holland,46387121.0,46382019.0,3348.6428571428573
"(47633281, 2489455477, 0)",0.7669642469900027,PNH02_TI900L,Noord-Holland,47633281.0,2489455477.0,1706.7142857142858
"(47633281, 2489455477, 0)",0.7400169231643993,PNH02_TI900R,Noord-Holland,47633281.0,2489455477.0,2128.3571428571427
"(46621365, 46617158, 0)",3.384055784113356e-05,PNH02_TI901L,Noord-Holland,46621365.0,46617158.0,3121.714285714286
"(46605492, 46611150, 0)",3.907187831341964e-05,PNH02_TI901R,Noord-Holland,46605492.0,46611150.0,3115.0714285714284
"(2351686899, 46128622, 0)",0.23323354580501762,PNH02_TI902L,Noord-Holland,2351686899.0,46128622.0,876.8571428571429
"(4199352075, 4199352073, 0)",21.81656902918288,RWS01_MONIBAS_0090vwc0077ra,Noord-Holland,4199352075.0,4199352073.0,1093.9285714285713
"(3976182433, 4908230587, 0)",17.25217800774007,RWS01_MONIBAS_0090vwd0104ra,Noord-Holland,3976182433.0,4908230587.0,781.7857142857143
"(46258853, 46278428, 0)",0.00032350197411968635,RWS01_MONICA_00D00100A055D0070007,Noord-Holland,46258853.0,46278428.0,450.5
"(46258853, 46278428, 0)",0.00032350197411968635,RWS01_MONICA_00D00100A055D007000B,Noord-Holland,46258853.0,46278428.0,2433.5714285714284
"(46258853, 46278428, 0)",0.00032350197411968635,RWS01_MONICA_00D00100A055D007000F,Noord-Holland,46258853.0,46278428.0,2962.785714285714
"(46305570, 46257928, 0)",50.702811155904385,RWS01_MONICA_00D00100A434D0050005,Noord-Holland,46305570.0,46257928.0,2170.9285714285716
"(46305570, 46257928, 0)",50.702811155904385,RWS01_MONICA_00D00100A434D0050009,Noord-Holland,46305570.0,46257928.0,1903.357142857143
"(46278428, 46286972, 0)",0.000893339670048595,RWS01_MONICA_00D00100B85ED0070007,Noord-Holland,46278428.0,46286972.0,509.35714285714283
"(46278428, 46286972, 0)",0.000893339670048595,RWS01_MONICA_00D00100B85ED007000B,Noord-Holland,46278428.0,46286972.0,2429.785714285714
"(46278428, 46286972, 0)",0.000893339670048595,RWS01_MONICA_00D00100B85ED007000F,Noord-Holland,46278428.0,46286972.0,2469.785714285714
"(46286113, 46309179, 0)",0.0006931270395418649,RWS01_MONICA_00D00100BC3928200005,Noord-Holland,46286113.0,46309179.0,1006.3
"(46286113, 46309179, 0)",0.0006931270395418649,RWS01_MONICA_00D00100BC3928200009,Noord-Holland,46286113.0,46309179.0,1343.9
"(2999439479, 46286113, 0)",0.0008942845669235042,RWS01_MONICA_00D00100CC0CD0050005,Noord-Holland,2999439479.0,46286113.0,1765.7857142857142
"(2999439479, 46286113, 0)",0.0008942845669235042,RWS01_MONICA_00D00100CC0CD0050009,Noord-Holland,2999439479.0,46286113.0,1581.7142857142858
"(2999439479, 46286113, 0)",0.0008942845669235042,RWS01_MONICA_00D00100CC0CD005000D,Noord-Holland,2999439479.0,46286113.0,758.0714285714286
"(2999439479, 46286113, 0)",0.0008942845669235042,RWS01_MONICA_00D00100CC0CD0050011,Noord-Holland,2999439479.0,46286113.0,1649.4285714285713
"(2999439479, 46286113, 0)",0.0008942845669235042,RWS01_MONICA_00D00100CC0CD0050015,Noord-Holland,2999439479.0,46286113.0,1553.0
"(46286972, 46272901, 0)",0.0008693488687457916,RWS01_MONICA_00D00100D05CD0070007,Noord-Holland,46286972.0,46272901.0,386.0
"(46286972, 46272901, 0)",0.0008693488687457916,RWS01_MONICA_00D00100D05CD007000B,Noord-Holland,46286972.0,46272901.0,2010.642857142857
"(46286972, 46272901, 0)",0.0008693488687457916,RWS01_MONICA_00D00100D05CD007000F,Noord-Holland,46286972.0,46272901.0,2456.4285714285716
"(46286972, 46272901, 0)",0.0008693488687457916,RWS01_MONICA_00D00100D05CD0070013,Noord-Holland,46286972.0,46272901.0,2316.5
"(46286972, 46272901, 0)",0.0008693488687457916,RWS01_MONICA_00D00100D05CD0070017,Noord-Holland,46286972.0,46272901.0,1743.857142857143
"(46272901, 3179353018, 0)",0.0008474290222063292,RWS01_MONICA_00D00100E42300200007,Noord-Holland,46272901.0,3179353018.0,130.14285714285714
"(2999439479, 46286113, 0)",0.0008391470909411299,RWS01_MONICA_00D00100E423D0050005,Noord-Holland,2999439479.0,46286113.0,1545.9285714285713
"(2999439479, 46286113, 0)",0.0008391470909411299,RWS01_MONICA_00D00100E423D0050009,Noord-Holland,2999439479.0,46286113.0,1932.0714285714287
"(2999439479, 46286113, 0)",0.0008391470909411299,RWS01_MONICA_00D00100E423D005000D,Noord-Holland,2999439479.0,46286113.0,2027.5
"(2999439479, 46286113, 0)",0.0008391470909411299,RWS01_MONICA_00D00100E423D0050011,Noord-Holland,2999439479.0,46286113.0,2238.8571428571427
"(2999439479, 46286113, 0)",0.0008391470909411299,RWS01_MONICA_00D00100E423D0050015,Noord-Holland,2999439479.0,46286113.0,1241.9285714285713
"(2999473750, 2999439479, 0)",0.0008657896748464239,RWS01_MONICA_00D00100E84418200005,Noord-Holland,2999473750.0,2999439479.0,421.07142857142856
"(5910129480, 2999439479, 0)",0.0007196358604294686,RWS01_MONICA_00D00100F41AD0050005,Noord-Holland,5910129480.0,2999439479.0,1472.9285714285713
"(5910129480, 2999439479, 0)",0.0007196358604294686,RWS01_MONICA_00D00100F41AD0050009,Noord-Holland,5910129480.0,2999439479.0,2102.214285714286
"(5910129480, 2999439479, 0)",0.0007196358604294686,RWS01_MONICA_00D00100F41AD005000D,Noord-Holland,5910129480.0,2999439479.0,1529.857142857143
